Patent_code,ID1,ID2,ID3,ID4,ID5,ID6,ID7
B65B 55/14,C15194,C11475,C7726,,,,
B65B 55/16,C15194,C11475,C8486,C8485,,,
B65B 55/18,C15194,C11475,C6430,,,,
B65B 55/19,C15194,C11475,C11435,C11438,,,
B65B 55/20,C11475,C11481,,,,,
B65B 55/22,C11475,C11481,C9463,,,,
B65B 55/24,C11490,C11481,C3778,,,,
B65B 57/00,C1559,C13927,C14354,C11481,,,
B65B 57/02,C1559,C13927,C14354,C11481,,,
B65B 57/04,C1559,C13927,C14354,C11481,C4175,,
B65B 57/06,C1559,C13927,C14354,C4175,,,
B65B 57/08,C1559,C13927,C14354,C5828,C4175,,
B65B 57/10,C1559,C13927,C14354,,,,
B65B 57/12,C1559,C13927,C14354,C11481,C4175,,
B65B 57/14,C1559,C13927,C14354,C4175,,,
B65B 57/16,C1559,C13927,C14354,C5828,C4175,,
B65B 57/18,C1559,C13927,C14354,,,,
B65B 57/20,C1559,C14354,C4175,,,,
B65B 59/00,C5828,C11490,,,,,
B65B 59/02,C5828,,,,,,
B65B 59/04,C5828,,,,,,
B65B 61/00,C5828,C11481,,,,,
B65B 61/02,C5828,C11481,C8956,,,,
B65B 61/04,C5828,C4588,C11490,,,,
B65B 61/06,C5828,C4588,,,,,
B65B 61/08,C5828,C4588,,,,,
B65B 61/10,C5828,C4588,C7706,,,,
B65B 61/12,C5828,C4588,,,,,
B65B 61/14,C5828,C11490,C14435,,,,
B65B 61/16,C5828,C11490,C11267,,,,
B65B 61/18,C5828,C11490,C11267,,,,
B65B 61/20,C5828,C11490,,,,,
B65B 61/22,C5828,C11490,C11481,,,,
B65B 61/24,C5828,C11490,C14435,,,,
B65B 61/26,C5828,C11490,C9866,,,,
B65B 61/28,C5828,C11490,C5227,,,,
B65B 63/00,C5828,,,,,,
B65B 63/02,C5828,C193148,C4071,,,,
B65B 63/04,C5828,C14435,,,,,
B65B 63/06,C5828,C14435,,,,,
B65B 63/08,C5828,C15793,C11475,,,,
B65B 65/00,C5828,C11475,,,,,
B65B 65/02,C5828,C11475,,,,,
B65B 65/04,C5828,C11475,,,,,
B65B 65/06,C5828,C11475,C6643,C11481,,,
B65B 65/08,C5828,C11475,C14354,,,,
B65B 67/00,C5828,C11475,C7865,,,,
B65B 67/02,C5828,C11475,C4164,,,,
B65B 67/04,C5828,C11475,C1718,,,,
B65B 67/06,C5828,C3841,C1718,,,,
B65B 67/08,C5828,C17202,,,,,
B65B 67/10,C5828,C17202,,,,,
B65B 67/12,C6246,C13923,C7865,C6245,,,
B65B 69/00,C5828,,,,,,
B65D 1/00,C4164,C11481,C14435,,,,
B65D 1/02,C4164,C2311,C5228,,,,
B65D 1/04,C4164,C2311,,,,,
B65D 1/06,C4164,C2311,C188849,,,,
B65D 1/08,C4164,C2311,C5227,,,,
B65D 1/09,C4164,,,,,,
B65D 1/10,C4164,C8633,,,,,
B65D 1/12,C4164,,,,,,
B65D 1/14,C4164,C14434,,,,,
B65D 1/16,C4164,C14434,,,,,
B65D 1/18,C4164,C14434,,,,,
B65D 1/20,C4164,C11267,,,,,
B65D 1/22,C4164,C2335,,,,,
B65D 1/24,C4164,C2335,,,,,
B65D 1/26,C4164,C16003,,,,,
B65D 1/28,C4164,C16003,C9121,,,,
B65D 1/30,C4164,C10613,,,,,
B65D 1/32,C4164,C6387,C4874,,,,
B65D 1/34,C4164,C16308,,,,,
B65D 1/36,C4164,C10558,,,,,
B65D 1/38,C4164,C1812,,,,,
B65D 1/40,C4164,,,,,,
B65D 1/42,C4164,C15268,,,,,
B65D 1/44,C4164,C14434,,,,,
B65D 1/46,C4164,C3841,C15268,,,,
B65D 1/48,C4164,C15268,C11481,,,,
B65D 3/00,C4164,C11587,C13706,C14434,,,
B65D 3/02,C4164,C11587,C13706,C14434,,,
B65D 3/04,C4164,C11587,C13706,C14434,,,
B65D 3/06,C4164,C11587,C13706,C14434,,,
B65D 3/08,C4164,C11587,C13706,C14434,,,
B65D 3/10,C4164,C11587,C13706,C14434,,,
B65D 3/12,C4164,C11587,C13706,C14434,C14301,,
B65D 3/14,C4164,C11587,C13706,C14434,,,
B65D 3/16,C4164,C11587,C13706,C14434,,,
B65D 3/18,C4164,C11587,C13706,C14434,,,
B65D 3/20,C4164,C11587,C13706,C14434,,,
B65D 3/22,C4164,C11587,C13706,C14434,C9121,,
B65D 3/24,C4164,C11587,C13706,,,,
B65D 3/26,C4164,C11587,C13706,C11267,,,
B65D 3/28,C4164,C11587,C13706,,,,
B65D 3/30,C4164,C11587,C13706,C15268,,,
B65D 5/00,C4164,C11587,C13706,,,,
B65D 5/02,C4164,C11587,C13706,C14435,C16493,,
B65D 5/04,C4164,C11587,C13706,C14435,C16493,,
B65D 5/06,C4164,C11587,C13706,C14435,C16493,C3841,
B65D 5/08,C4164,C11587,C13706,C14435,C16493,C3841,
B65D 5/10,C4164,C11587,C13706,C14435,C16493,C3841,
B65D 5/12,C4164,C11587,C13706,C14435,C16493,C3841,
B65D 5/14,C4164,C11587,C13706,C14435,C16493,C3841,
B65D 5/16,C4164,C11587,C13706,C14435,C16493,C11267,
B65D 5/18,C4164,C11587,C13706,C14435,,,
B65D 5/20,C4164,C11587,C13706,C16308,,,
B65D 5/22,C4164,C11587,C13706,C16308,,,
B65D 5/24,C4164,C11587,C13706,C16308,,,
B65D 5/26,C4164,C11587,C13706,C16308,,,
B65D 5/28,C4164,C11587,C13706,C16308,,,
B65D 5/30,C4164,C11587,C13706,C16308,,,
B65D 5/32,C4164,C11587,C13706,C16308,,,
B65D 5/34,C4164,C11587,C13706,C16308,,,
B65D 5/35,C4164,C11587,C13706,C16308,C9326,,
B65D 5/355,C4164,C11587,C13706,C16308,C14615,,
B65D 5/36,C4164,C11587,C13706,C16308,C14435,,
B65D 5/38,C4164,C11587,C13706,C14434,,,
B65D 5/40,C4164,C11587,C13706,C14434,C9463,,
B65D 5/42,C4164,C11587,C13706,C14435,,,
B65D 5/43,C4164,C11587,C13706,C14435,C15681,,
B65D 5/44,C4164,C11587,C13706,C14435,,,
B65D 5/46,C4164,C11587,C13706,C14435,,,
B65D 5/462,C4164,C11587,C13706,C14435,,,
B65D 5/465,C4164,C11587,C13706,C14435,,,
B65D 5/468,C4164,C11587,C13706,C14435,,,
B65D 5/472,C4164,C11587,C13706,C14435,C10094,,
B65D 5/475,C4164,C11587,C13706,C14435,C12382,,
B65D 5/478,C4164,C11587,C13706,C14435,,,
B65D 5/48,C4164,C11587,C13706,C14435,,,
B65D 5/4805,C4164,C11587,C13706,C14435,,,
B65D 5/481,C4164,C11587,C13706,C14435,,,
B65D 5/482,C4164,C11587,C13706,C14435,,,
B65D 5/483,C16493,C11587,C13706,C14435,,,
B65D 5/484,C16308,C11587,C13706,C14435,,,
B65D 5/485,C4164,C11587,C13706,C14435,,,
B65D 5/486,C16493,C11587,C13706,C14435,,,
B65D 5/487,C16493,C11587,C13706,C14435,,,
B65D 5/488,C16308,C11587,C13706,C14435,,,
B65D 5/489,C4164,C11587,C13706,C14435,C4588,,
B65D 5/49,C4164,C11587,C13706,C14435,,,
B65D 5/491,C4164,C11587,C13706,C14435,,,
B65D 5/492,C4164,C11587,C13706,C14435,,,
B65D 5/493,C4164,C11587,C13706,C14435,,,
B65D 5/494,C4164,C11587,C13706,C14435,C4588,,
B65D 5/495,C4164,C11587,C13706,C14435,,,
B65D 5/496,C4164,C11587,C13706,C14435,,,
B65D 5/497,C4164,C11587,C13706,C14435,C4588,,
B65D 5/498,C4164,C11587,C13706,C14435,,,
B65D 5/499,C4164,C11587,C13706,C14435,,,
B65D 5/50,C4164,C11587,C13706,C14435,,,
B65D 5/52,C4164,C11587,C13706,C14435,,,
B65D 5/54,C4164,C11587,C13706,C14435,C11267,,
B65D 5/56,C4164,C11587,C13706,C14435,C3879,,
B65D 5/58,C4164,C11587,C13706,C14435,,,
B65D 5/60,C4164,C11587,C13706,C14435,,,
B65D 5/62,C4164,C11587,C13706,C14435,C3879,,
B65D 5/63,C4164,C11587,C13706,C14435,C11267,,
B65D 5/64,C4164,C11587,C13706,C14435,C9326,,
B65D 5/66,C4164,C11587,C13706,C14435,C9326,,
B65D 5/68,C4164,C11587,C13706,C14435,C9326,,
B65D 5/70,C4164,C11587,C13706,C14435,C11267,,
B65D 5/72,C4164,C11587,C13706,C14435,C11267,,
B65D 5/74,C4164,C11587,C13706,C14435,C11267,,
B65D 5/76,C4164,C11587,C13706,C14435,C11267,,
B65D 6/00,C4164,C13706,C11481,,,,
B65D 6/02,C4164,C13706,C11481,C14434,,,
B65D 6/04,C16308,C13706,C11481,,,,
B65D 6/06,C4164,C13706,C11481,C14434,,,
B65D 6/08,C4164,C13706,C11481,C15357,,,
B65D 6/10,C4164,C13706,C11481,C15357,,,
B65D 6/12,C4164,C13706,C11481,C15357,,,
B65D 6/14,C4164,C13706,C9121,,,,
B65D 6/16,C4164,C13706,C11481,,,,
B65D 6/18,C4164,C13706,C11481,,,,
B65D 6/20,C4164,C13706,C11481,,,,
B65D 6/22,C4164,C13706,C11481,,,,
B65D 6/24,C4164,C13706,C11481,,,,
B65D 6/26,C4164,C13706,C11481,,,,
B65D 6/28,C4164,C13706,C11481,,,,
B65D 6/30,C4164,C13706,C11481,C12791,,,
B65D 6/32,C4164,C13706,C11481,C12791,,,
B65D 6/34,C4164,C13706,C11481,C15268,,,
B65D 6/36,C4164,C13706,C11481,C15268,,,
B65D 6/38,C4164,C13706,C11481,C15268,C14434,,
B65D 6/40,C4164,C13706,C11481,C11267,,,
B65D 8/00,C4164,C13706,C11481,C14434,,,
B65D 8/02,C4164,C13706,C11481,C14434,C11267,,
B65D 8/04,C4164,C13706,C11481,C14434,C15357,,
B65D 8/06,C4164,C13706,C11481,C14434,C15357,,
B65D 8/08,C4164,C13706,C11481,C14434,C15357,C15268,
B65D 8/10,C4164,C13706,C11481,C14434,C15357,C15268,
B65D 8/12,C4164,C13706,C11481,C14434,C15357,C15268,
B65D 8/14,C4164,C13706,C11481,C14434,C15357,,
B65D 8/16,C4164,C13706,C9121,C14434,C15357,,
B65D 8/18,C4164,C13706,C11481,C14434,C15357,,
B65D 8/20,C4164,C13706,C11481,C14434,C15357,C12791,
B65D 8/22,C4164,C13706,C11481,C14434,C15357,C12791,
B65D 13/00,C4164,C13706,C11481,,,,
B65D 13/02,C4164,C13706,C7102,C3282,,,
B65D 17/00,C4164,C13706,C11267,C4588,,,
B65D 17/28,C4164,C13706,C11267,C4588,,,
B65D 17/30,C4164,C13706,C11267,C4588,C5828,,
B65D 17/32,C4164,C13706,C11267,C4588,,,
B65D 17/34,C4164,C13706,C11267,C4588,,,
B65D 17/347,C4164,C13706,C11267,C4588,,,
B65D 17/353,C4164,C13706,C11267,C4588,,,
B65D 17/36,C4164,C13706,C11267,C4588,C5828,,
B65D 17/38,C4164,C13706,C11267,C4588,C5828,,
B65D 17/40,C4164,C13706,C11267,C4588,,,
B65D 17/42,C4164,C13706,C11267,C4588,C5828,,
B65D 17/44,C4164,C13706,C11267,C4588,C5828,C3841,
B65D 17/46,C4164,C13706,C11267,C4588,,,
B65D 17/48,C4164,C13706,C11267,C4588,,,
B65D 17/50,C4164,C13706,C11267,C4588,C3841,,
B65D 17/52,C4164,C13706,C11267,C4588,C5828,C12791,
B65D 19/00,C11531,,,,,,
B65D 19/02,C11531,,,,,,
B65D 19/04,C11531,C10558,,,,,
B65D 19/06,C11531,,,,,,
B65D 19/08,C11531,C10094,,,,,
B65D 19/10,C11531,C10094,C15357,,,,
B65D 19/12,C11531,,,,,,
B65D 19/14,C11531,C17180,,,,,
B65D 19/16,C11531,,,,,,
B65D 19/18,C11531,C12382,,,,,
B65D 19/20,C11531,C11587,,,,,
B65D 19/22,C11531,C13706,,,,,
B65D 19/24,C11531,C13706,C10558,,,,
B65D 19/26,C11531,C13706,,,,,
B65D 19/28,C11531,C13706,C10094,,,,
B65D 19/30,C11531,C13706,C10094,C15357,,,
B65D 19/31,C11531,C13706,C17180,,,,
B65D 19/32,C11531,C13706,C12382,,,,
B65D 19/34,C11531,C13706,C11587,,,,
B65D 19/36,C11531,,,,,,
B65D 19/38,C11531,C5828,,,,,
B65D 19/40,C11531,C5828,C15544,,,,
B65D 19/42,C11531,C5828,C15544,,,,
B65D 19/44,C11531,C5828,,,,,
B65D 21/00,C4164,C7650,C12181,,,,
B65D 21/02,C4164,C7650,C14434,C5828,,,
B65D 21/024,C4164,C7650,C14434,C5828,,,
B65D 21/028,C4164,C7650,C14434,C5828,,,
B65D 21/032,C4164,C15101,C14434,C5828,,,
B65D 21/036,C4164,C15101,C3841,,,,
B65D 21/04,C4164,C7650,C11267,,,,
B65D 21/06,C4164,C7650,C11267,,,,
B65D 21/08,C4164,C12181,,,,,
B65D 23/00,C4164,,,,,,
B65D 23/02,C4164,C3879,C11481,,,,
B65D 23/04,C4164,C10383,C6410,,,,
B65D 23/06,C4164,,,,,,
B65D 23/08,C4164,C11481,C3879,,,,
B65D 23/10,C4164,,,,,,
B65D 23/12,C4164,,,,,,
B65D 23/14,C4164,C8958,,,,,
B65D 23/16,C4164,C15958,,,,,
B65D 25/00,C4164,C13706,,,,,
B65D 25/02,C4164,C13706,,,,,
B65D 25/04,C4164,C13706,,,,,
B65D 25/06,C4164,C13706,,,,,
B65D 25/08,C4164,C13706,,,,,
B65D 25/10,C4164,C13706,,,,,
B65D 25/14,C4164,C13706,C3879,C11481,,,
B65D 25/16,C4164,C13706,C11481,,,,
B65D 25/18,C4164,C13706,C11481,,,,
B65D 25/20,C4164,C13706,,,,,
B65D 25/22,C4164,C13706,C7650,,,,
B65D 25/24,C4164,C13706,C15544,,,,
B65D 25/26,C4164,C13706,,,,,
B65D 25/28,C4164,C13706,,,,,
B65D 25/30,C4164,C13706,,,,,
B65D 25/32,C4164,C13706,,,,,
B65D 25/34,C4164,C13706,C11481,C3879,,,
B65D 25/36,C4164,C13706,C11481,C3879,,,
B65D 25/38,C4164,C13706,C5227,,,,
B65D 25/40,C4164,C13706,C5227,,,,
B65D 25/42,C4164,C13706,C5227,,,,
B65D 25/44,C4164,C13706,C5227,,,,
B65D 25/46,C4164,C13706,C5227,,,,
B65D 25/48,C4164,C13706,C5227,,,,
B65D 25/50,C4164,C13706,C5227,,,,
B65D 25/52,C4164,C13706,C5227,,,,
B65D 25/54,C4164,C13706,C11267,,,,
B65D 25/56,C4164,C13706,C11267,C6931,,,
B65D 27/00,C6387,C14434,,,,,
B65D 27/02,C6387,C14434,C15210,,,,
B65D 27/04,C6387,C14434,C11267,,,,
B65D 27/06,C6387,C14434,C194090,,,,
B65D 27/08,C6387,C14434,,,,,
B65D 27/10,C6387,C14434,,,,,
B65D 27/12,C6387,C14434,C3841,,,,
B65D 27/14,C6387,C14434,C3841,C488,,,
B65D 27/16,C6387,C14434,C3841,C488,C12742,,
B65D 27/18,C6387,C14434,C3841,C488,C7706,,
B65D 27/20,C6387,C14434,C3841,,,,
B65D 27/22,C6387,C14434,C3841,,,,
B65D 27/24,C6387,C14434,C3841,,,,
B65D 27/26,C6387,C14434,C3841,C10094,C4874,,
B65D 27/28,C6387,C14434,C3841,,,,
B65D 27/30,C6387,C14434,C15680,,,,
B65D 27/32,C6387,C14434,C11267,,,,
B65D 27/34,C6387,C14434,C11267,,,,
B65D 27/36,C6387,C14434,C11267,,,,
B65D 27/38,C6387,C14434,C11267,,,,
B65D 30/00,C1718,,,,,,
B65D 30/02,C1718,C11481,,,,,
B65D 30/04,C1718,C11481,,,,,
B65D 30/06,C1718,C11481,,,,,
B65D 30/08,C1718,C9121,,,,,
B65D 30/10,C1718,C14434,C15357,,,,
B65D 30/12,C1718,C14434,C15357,,,,
B65D 30/14,C1718,C14434,C15357,,,,
B65D 30/16,C1718,C13706,C15357,,,,
B65D 30/18,C1718,C14434,C15357,,,,
B65D 30/20,C1718,C14434,C15357,,,,
B65D 30/22,C1718,C14434,C15357,,,,
B65D 30/24,C1718,C16710,,,,,
B65D 30/26,C1718,C16710,C15357,,,,
B65D 30/28,C1718,C14434,,,,,
B65D 33/00,C1718,,,,,,
B65D 33/01,C1718,C16782,,,,,
B65D 33/02,C1718,C15357,C15210,,,,
B65D 33/04,C1718,C11267,,,,,
B65D 33/06,C1718,,,,,,
B65D 33/08,C1718,,,,,,
B65D 33/10,C1718,C11481,,,,,
B65D 33/12,C1718,C11481,,,,,
B65D 33/14,C1718,C7650,,,,,
B65D 33/16,C1718,C11267,C3841,,,,
B65D 33/17,C1718,C11267,C3841,,,,
B65D 33/18,C1718,C11267,C3841,C488,,,
B65D 33/20,C1718,C11267,C3841,C488,C12742,,
B65D 33/22,C1718,C11267,C3841,C488,C7706,,
B65D 33/24,C1718,C11267,C3841,,,,
B65D 33/25,C1718,C11267,C3841,,,,
B65D 33/26,C1718,C11267,C3841,,,,
B65D 33/28,C1718,C11267,C3841,,,,
B65D 33/30,C1718,C11267,C3841,C10094,C4874,,
B65D 33/32,C1718,C11267,C3841,C10094,,,
B65D 33/34,C1718,C11267,C15680,,,,
B65D 33/36,C1718,C11267,C3841,C5227,,,
B65D 33/38,C1718,C11267,C3841,C5227,,,
B65D 35/00,C16493,C4874,C7865,,,,
B65D 35/02,C16493,C4874,,,,,
B65D 35/04,C16493,C4874,,,,,
B65D 35/06,C16493,C4874,C10094,,,,
B65D 35/08,C16493,C4874,C12382,,,,
B65D 35/10,C16493,C4874,C15357,,,,
B65D 35/12,C16493,C4874,C15357,C11267,,,
B65D 35/14,C16493,C4874,C11481,,,,
B65D 35/16,C16493,C4874,C11481,C4289,,,
B65D 35/18,C16493,C4874,C11481,,,,
B65D 35/20,C16493,C4874,C11481,,,,
B65D 35/22,C16493,C4874,C15357,,,,
B65D 35/24,C16493,C4874,,,,,
B65D 35/26,C16493,C4874,C6245,,,,
B65D 35/28,C16493,C4874,,,,,
B65D 35/30,C16493,C4874,,,,,
B65D 35/32,C16493,C4874,,,,,
B65D 35/34,C16493,C4874,C7865,,,,
B65D 35/36,C16493,C4874,C15544,,,,
B65D 35/38,C16493,C4874,C5227,C15544,,,
B65D 35/40,C16493,C4874,C192935,,,,
B65D 35/42,C16493,C4874,C3841,,,,
B65D 35/44,C16493,C4874,C3841,,,,
B65D 35/46,C16493,C4874,C3841,C16710,,,
B65D 35/48,C16493,C4874,C3841,C16710,,,
B65D 35/50,C16493,C4874,C3841,C16710,,,
B65D 35/52,C16493,C4874,C3841,C11267,,,
B65D 35/54,C16493,C4874,C3841,C11267,C15544,C12742,
B65D 35/56,C16493,C4874,C7865,,,,
B65D 37/00,C6387,,,,,,
B65D 39/00,C3841,C11267,,,,,
B65D 39/02,C3841,C11267,C14434,,,,
B65D 39/04,C3841,C11267,C14434,,,,
B65D 39/06,C3841,C11267,C14434,,,,
B65D 39/08,C3841,C11267,,,,,
B65D 39/10,C3841,C11267,,,,,
B65D 39/12,C3841,C11267,C6031,,,,
B65D 39/14,C3841,C11267,,,,,
B65D 39/16,C3841,C11267,,,,,
B65D 39/18,C3841,C11267,C3879,C11481,C6643,,
B65D 41/00,C2925,C11481,,,,,
B65D 41/01,C2925,C14615,,,,,
B65D 41/02,C2925,C11481,,,,,
B65D 41/04,C2925,C11481,,,,,
B65D 41/06,C2925,C11481,,,,,
B65D 41/08,C2925,C11481,,,,,
B65D 41/10,C2925,C11481,C4874,,,,
B65D 41/12,C2925,C11481,C4874,C10094,C15210,,
B65D 41/14,C2925,C11481,C4874,,,,
B65D 41/16,C2925,C11481,,,,,
B65D 41/17,C2925,C11481,,,,,
B65D 41/18,C2925,C11481,,,,,
B65D 41/20,C2925,C11481,C10024,,,,
B65D 41/22,C2925,C11481,C5544,C15344,,,
B65D 41/24,C2925,C11481,C14521,C5204,,,
B65D 41/26,C2925,C11481,C16804,,,,
B65D 41/28,C2925,C15240,,,,,
B65D 41/30,C2925,C4874,C15240,,,,
B65D 41/32,C2925,C11481,C11267,,,,
B65D 41/34,C2925,C11481,,,,,
B65D 41/36,C2925,C11481,,,,,
B65D 41/38,C2925,C11481,,,,,
B65D 41/40,C2925,C11481,C4874,,,,
B65D 41/42,C2925,C11481,C10094,C15210,C4874,,
B65D 41/44,C2925,C11481,C4874,,,,
B65D 41/46,C2925,C11481,,,,,
B65D 41/47,C2925,C11481,,,,,
B65D 41/48,C2925,C11481,,,,,
B65D 41/50,C2925,C11481,C10024,,,,
B65D 41/52,C2925,C11481,C5544,C15344,,,
B65D 41/54,C2925,C11481,C14521,C5204,,,
B65D 41/56,C2925,C11481,C16804,,,,
B65D 41/58,C2925,C11481,C15240,,,,
B65D 41/60,C2925,C4874,C15240,,,,
B65D 41/62,C11481,C3841,,,,,
B65D 43/00,C9326,C4164,C13706,,,,
B65D 43/02,C9326,C4164,C13706,,,,
B65D 43/03,C9326,C4164,C13706,C15101,,,
B65D 43/04,C9326,C4164,C13706,C12181,,,
B65D 43/06,C9326,C4164,C13706,,,,
B65D 43/08,C9326,C4164,C13706,,,,
B65D 43/10,C9326,C4164,C13706,,,,
B65D 43/12,C9326,C4164,C13706,,,,
B65D 43/14,C9326,C4164,C13706,,,,
B65D 43/16,C9326,C4164,C13706,,,,
B65D 43/18,C9326,C4164,C13706,,,,
B65D 43/20,C9326,C4164,C13706,,,,
B65D 43/22,C9326,C4164,C13706,,,,
B65D 43/24,C9326,C4164,C13706,,,,
B65D 43/26,C9326,C4164,C13706,,,,
B65D 45/00,C3841,C12742,,,,,
B65D 45/02,C3841,C12742,C14301,C15544,,,
B65D 45/04,C3841,C12742,C14301,C15544,C14434,C4164,
B65D 45/06,C3841,C12742,C14301,C15544,C14434,C4164,
B65D 45/08,C3841,C12742,C14301,C15544,C14434,C4164,
B65D 45/10,C3841,C12742,C14301,C15544,C14434,C4164,
B65D 45/12,C3841,C12742,C14301,C15544,C14434,C4164,
B65D 45/14,C3841,C12742,C14301,C15544,C14434,C4164,
B65D 45/16,C3841,C12742,C14301,C15544,,,
B65D 45/18,C3841,C12742,C14301,C15544,,,
B65D 45/20,C3841,C12742,C14301,C15544,,,
B65D 45/22,C3841,C12742,C14301,C15544,,,
B65D 45/24,C3841,C12742,C14301,C15544,,,
B65D 45/26,C3841,C12742,C14301,C15544,,,
B65D 45/28,C3841,C12742,C14301,C15544,C14434,,
B65D 45/30,C3841,C12742,C14301,C15544,C14434,,
B65D 45/32,C3841,C12742,,,,,
B65D 45/34,C3841,C12742,,,,,
B65D 47/00,C3841,C6245,C5228,,,,
B65D 47/02,C3841,C6245,,,,,
B65D 47/04,C3841,C5228,,,,,
B65D 47/06,C3841,C5228,,,,,
B65D 47/08,C3841,C5228,,,,,
B65D 47/10,C3841,C5228,,,,,
B65D 47/12,C3841,C5228,,,,,
B65D 47/14,C3841,C5228,,,,,
B65D 47/16,C3841,C5228,C9463,,,,
B65D 47/18,C3841,C5228,,,,,
B65D 47/20,C3841,C5228,,,,,
B65D 47/22,C3841,C5228,C16493,,,,
B65D 47/24,C3841,C5228,C16710,,,,
B65D 47/26,C3841,C5228,C16710,,,,
B65D 47/28,C3841,C5228,C16710,,,,
B65D 47/30,C3841,C5228,C16710,,,,
B65D 47/32,C3841,C5228,,,,,
B65D 47/34,C3841,C5228,C13089,,,,
B65D 47/36,C3841,C5228,C11267,,,,
B65D 47/38,C3841,C5228,C11267,C4588,C16710,,
B65D 47/40,C3841,C5228,,,,,
B65D 47/42,C3841,C5228,,,,,
B65D 47/44,C3841,C5228,C11267,C4164,C12742,C15544,
B65D 49/00,C4164,C6245,C5828,,,,
B65D 49/02,C4164,C6245,C16710,,,,
B65D 49/04,C4164,C6245,C16710,C17021,,,
B65D 49/06,C4164,C6245,C16710,C17021,,,
B65D 49/08,C4164,C6245,C16710,,,,
B65D 49/10,C4164,C6245,C16710,,,,
B65D 49/12,C4164,C6245,C4763,C5828,,,
B65D 50/00,C3841,,,,,,
B65D 50/02,C3841,,,,,,
B65D 50/04,C3841,,,,,,
B65D 50/06,C3841,,,,,,
B65D 50/08,C3841,C4164,C4874,,,,
B65D 50/10,C3841,C4164,,,,,
B65D 50/12,C3841,,,,,,
B65D 50/14,C3841,,,,,,
B65D 51/00,C3841,,,,,,
B65D 51/02,C9326,C4164,C9463,,,,
B65D 51/04,C9326,C4164,C9463,,,,
B65D 51/06,C9326,C4164,C9463,,,,
B65D 51/08,C9326,C4164,C9463,C11267,,,
B65D 51/10,C9326,C4164,C9463,C11267,C5228,,
B65D 51/12,C9326,C4164,C9463,,,,
B65D 51/14,C3841,C13706,C14434,C14301,C4164,,
B65D 51/16,C3841,C6916,,,,,
B65D 51/18,C3841,,,,,,
B65D 51/20,C3841,C4588,,,,,
B65D 51/22,C3841,C4588,,,,,
B65D 51/24,C3841,,,,,,
B65D 51/26,C3841,,,,,,
B65D 51/28,C3841,C4164,,,,,
B65D 51/30,C3841,C4164,C294,,,,
B65D 51/32,C3841,C16670,,,,,
B65D 53/00,C14301,,,,,,
B65D 53/02,C14301,,,,,,
B65D 53/04,C14301,,,,,,
B65D 53/06,C14301,C9463,C12382,,,,
B65D 53/08,C14301,C488,C11267,,,,
B65D 53/10,C14301,C16804,C399,,,,
B65D 55/00,C4164,C3841,,,,,
B65D 55/02,C4164,C15680,,,,,
B65D 55/04,C4164,C15680,,,,,
B65D 55/06,C4164,C15680,C14301,,,,
B65D 55/08,C4164,C15680,C14301,C14434,,,
B65D 55/10,C4164,C15680,,,,,
B65D 55/12,C4164,C15680,,,,,
B65D 55/14,C4164,C15680,,,,,
B65D 55/16,C4164,C15680,,,,,
B65D 57/00,C7865,C14365,C11475,,,,
B65D 59/00,C11475,C13706,,,,,
B65D 59/02,C15240,C13706,,,,,
B65D 59/04,C11475,C13706,,,,,
B65D 59/06,C2925,C13706,,,,,
B65D 59/08,C2925,C13706,C14434,,,,
B65D 61/00,C7865,,,,,,
B65D 61/02,C7865,,,,,,
B65D 63/00,C11475,C14434,,,,,
B65D 63/02,C11475,C14434,C10094,,,,
B65D 63/04,C11475,C14434,C10094,,,,
B65D 63/06,C11475,C14434,C10094,,,,
B65D 63/08,C11475,C14434,C10094,C5828,,,
B65D 63/10,C11475,C14434,,,,,
B65D 63/12,C11475,C14434,,,,,
B65D 63/14,C11475,C14434,,,,,
B65D 63/16,C11475,C14434,C5828,,,,
B65D 63/18,C11475,C14434,C7650,,,,
B65D 65/00,C11481,C17202,,,,,
B65D 65/02,C11481,C17202,,,,,
B65D 65/04,C11481,C17202,C14434,,,,
B65D 65/06,C11481,C17202,C14434,C14435,,,
B65D 65/08,C11481,C17202,C14434,,,,
B65D 65/10,C11481,C17202,C14434,,,,
B65D 65/12,C11481,C17202,C14434,C14435,,,
B65D 65/14,C11481,C17202,C488,,,,
B65D 65/16,C11481,C17202,C9335,C16292,,,
B65D 65/18,C11481,C17202,C11262,C16293,C9335,C16292,
B65D 65/20,C11481,C17202,C9335,C16292,,,
B65D 65/22,C11481,C17202,,,,,
B65D 65/24,C11481,C17202,,,,,
B65D 65/26,C11481,C17202,C11267,,,,
B65D 65/28,C11481,C17202,C11267,,,,
B65D 65/30,C11481,C17202,C11267,,,,
B65D 65/32,C11481,C17202,C11267,,,,
B65D 65/34,C11481,C17202,C11267,,,,
B65D 65/36,C11481,C17202,C11267,,,,
B65D 65/38,C11481,,,,,,
B65D 65/40,C9121,C11475,,,,,
B65D 65/42,C11481,,,,,,
B65D 65/46,C11481,,,,,,
B65D 67/00,C11475,,,,,,
B65D 67/02,C11475,C15241,C16299,,,,
B65D 69/00,C11475,C15241,C16299,,,,
B65D 71/00,C11475,C15241,C16299,,,,
B65D 71/02,C11475,C15241,C16299,,,,
B65D 71/04,C11475,C15241,C16299,,,,
B65D 71/06,C11475,C15241,C16299,,,,
B65D 71/08,C193014,C15241,C16299,,,,
